tours,best_length
10,497889
20,496249
30,490552
40,490552
50,490552
60,490552
70,490552
80,490552
90,490552
100,487778
110,487778
120,487778
130,487778
140,481044
150,481044
160,481044
170,481044
180,481044
190,479682
200,479682
210,479682
220,479682
230,479682
240,479682
250,479682
260,479682
270,479682
280,479682
290,479682
300,479682
310,479682
320,479682
330,479682
340,479682
350,479682
360,479682
370,479682
380,479682
390,479682
400,479682
410,479682
420,479682
430,479682
440,479682
450,473267
460,473267
470,473267
480,473267
490,473267
500,473267
