tours,best_length
10,495702
20,495702
30,488022
40,488022
50,488022
60,488022
70,488022
80,488022
90,488022
100,488022
110,488022
120,488022
130,488022
140,488022
150,488022
160,488022
170,488022
180,488022
190,487525
200,487525
210,487038
220,486053
230,486053
240,486053
250,486053
260,486053
270,486053
280,486053
290,486053
300,486053
310,486053
320,486053
330,479349
340,479349
350,479349
360,479349
370,479349
380,479349
390,479349
400,479349
410,479349
420,476115
430,476115
440,476115
450,476115
460,476115
470,476115
480,476115
490,476115
500,476115
