tours,best_length
10,13557
20,13439
30,13439
40,13439
50,13439
60,13439
70,13439
80,13439
90,13439
100,13439
110,13439
120,13439
130,13439
140,13439
150,13439
160,12853
170,12853
180,12826
190,12826
200,12826
210,12826
220,12826
230,12826
240,12826
250,12826
260,12592
270,12592
280,12592
290,12592
300,12592
310,12592
320,12592
330,12592
340,12592
350,12592
360,12094
370,12094
380,12094
390,12094
400,12094
410,12094
420,12094
430,12094
440,12094
450,12094
460,12094
470,12094
480,12094
490,12094
500,12094
