tours,best_length
10,504821
20,496646
30,493793
40,481369
50,480843
60,480843
70,480843
80,480843
90,480843
100,480843
110,480843
120,480843
130,480843
140,480843
150,480843
160,480843
170,480843
180,480843
190,480843
200,480843
210,480843
220,480843
230,480843
240,480843
250,480843
260,480843
270,480843
280,480843
290,480843
300,480843
310,480843
320,480843
330,480843
340,480843
350,480843
360,480843
370,480843
380,480843
390,480843
400,480843
410,480843
420,480843
430,480843
440,480843
450,480843
460,480843
470,480843
480,480843
490,480843
500,480843
