tours,best_length
10,14335
20,14335
30,13806
40,13806
50,13806
60,13806
70,13806
80,13806
90,13590
100,13590
110,13590
120,13590
130,13339
140,13339
150,13339
160,13339
170,13339
180,13339
190,13280
200,13280
210,13280
220,13280
230,13280
240,13280
250,13280
260,13280
270,13280
280,13280
290,13280
300,13280
310,13280
320,13280
330,13280
340,13280
350,13280
360,13280
370,13280
380,13248
390,13248
400,13248
410,13248
420,13248
430,13248
440,13248
450,13248
460,13248
470,13248
480,13248
490,13248
500,13248
