tours,best_length
10,14484
20,14484
30,14321
40,14321
50,13704
60,13704
70,13704
80,13704
90,13704
100,13704
110,13704
120,13704
130,13704
140,13704
150,13704
160,13704
170,11753
180,11753
190,11753
200,11753
210,11753
220,11753
230,11753
240,11753
250,11753
260,11753
270,11753
280,11753
290,11753
300,11753
310,11753
320,11753
330,11753
340,11753
350,11753
360,11753
370,11753
380,11753
390,11753
400,11753
410,11753
420,11753
430,11753
440,11753
450,11753
460,11753
470,11753
480,11753
490,11753
500,11753
