tours,best_length
10,284608
20,284608
30,283715
40,283715
50,283715
60,277958
70,277958
80,277958
90,277958
100,277958
110,277958
120,277958
130,265446
140,265446
150,265446
160,265446
170,265446
180,265446
190,265446
200,265446
210,265446
220,265446
230,265446
240,265446
250,265446
260,265446
270,265446
280,265446
290,265446
300,265446
310,265446
320,265446
330,265446
340,265446
350,265446
360,265446
370,265446
380,265446
390,265446
400,265446
410,265446
420,265446
430,265446
440,265446
450,265446
460,265446
470,265446
480,265446
490,265446
500,265446
