tours,best_length
10,15903
20,14490
30,14490
40,14490
50,13741
60,13741
70,13741
80,13483
90,13483
100,13483
110,13483
120,13483
130,13483
140,13403
150,13403
160,13403
170,12696
180,12696
190,12696
200,12696
210,12696
220,12696
230,12696
240,12696
250,12696
260,12696
270,12696
280,12696
290,12696
300,12696
310,12696
320,12696
330,12696
340,12696
350,12696
360,12696
370,12696
380,12696
390,12696
400,12696
410,12696
420,12696
430,12696
440,12696
450,12696
460,12696
470,12696
480,12696
490,12696
500,12696
