tours,best_length
10,14172
20,13678
30,13678
40,13678
50,13678
60,13678
70,11987
80,11987
90,11987
100,11987
110,11987
120,11987
130,11987
140,11987
150,11987
160,11987
170,11987
180,11987
190,11987
200,11987
210,11987
220,11987
230,11987
240,11987
250,11987
260,11987
270,11987
280,11987
290,11987
300,11987
310,11987
320,11987
330,11987
340,11987
350,11987
360,11987
370,11987
380,11987
390,11987
400,11987
410,11987
420,11987
430,11987
440,11987
450,11987
460,11987
470,11987
480,11987
490,11987
500,11987
