tours,best_length
10,15047
20,15047
30,15047
40,15047
50,14633
60,12820
70,12820
80,12820
90,12820
100,12661
110,12661
120,12661
130,12661
140,12661
150,12661
160,12661
170,12661
180,12661
190,12661
200,12661
210,12661
220,12661
230,12661
240,12661
250,12661
260,12661
270,12525
280,12525
290,12525
300,12525
310,12525
320,12525
330,12525
340,12525
350,12525
360,12525
370,12525
380,12525
390,12525
400,12525
410,12525
420,12525
430,12525
440,12525
450,12525
460,12525
470,12525
480,12525
490,12525
500,12525
