tours,best_length
10,500363
20,500363
30,500363
40,500363
50,492105
60,482121
70,482121
80,482121
90,482121
100,482121
110,482121
120,482121
130,482121
140,482121
150,482121
160,482121
170,482121
180,482121
190,482121
200,482121
210,482121
220,482121
230,482121
240,482121
250,482121
260,482121
270,482121
280,482121
290,482121
300,482121
310,482121
320,479018
330,479018
340,479018
350,479018
360,479018
370,479018
380,479018
390,479018
400,479018
410,479018
420,479018
430,479018
440,479018
450,479018
460,479018
470,479018
480,479018
490,479018
500,479018
