tours,best_length
10,279931
20,279931
30,279931
40,279931
50,279931
60,279931
70,279931
80,279931
90,279931
100,279931
110,279931
120,279931
130,279931
140,279931
150,279384
160,274735
170,274735
180,274735
190,274735
200,274735
210,274735
220,274735
230,274735
240,274735
250,274735
260,274735
270,274735
280,274735
290,274735
300,274735
310,274735
320,270665
330,268346
340,268346
350,268346
360,268346
370,268346
380,268346
390,268346
400,268346
410,268346
420,268346
430,268346
440,268346
450,268346
460,268346
470,268346
480,268346
490,268346
500,268346
