tours,best_length
10,15933
20,15592
30,15545
40,15274
50,13523
60,13523
70,13523
80,13523
90,13523
100,13523
110,13523
120,13523
130,13523
140,13523
150,13523
160,13523
170,13523
180,13523
190,13523
200,13523
210,13523
220,13523
230,13523
240,13523
250,11813
260,11813
270,11813
280,11813
290,11813
300,11813
310,11813
320,11813
330,11813
340,11813
350,11813
360,11813
370,11813
380,11813
390,11813
400,11813
410,11813
420,11813
430,11813
440,11813
450,11813
460,11813
470,11813
480,11813
490,11813
500,11813
