tours,best_length
10,499356
20,486555
30,486555
40,486555
50,486555
60,486555
70,486555
80,486555
90,486555
100,486555
110,486555
120,486555
130,486555
140,486555
150,486555
160,486555
170,486555
180,486555
190,486555
200,486555
210,486555
220,486555
230,486555
240,486555
250,486555
260,486555
270,486555
280,486555
290,486555
300,481327
310,481327
320,481327
330,481327
340,481327
350,481327
360,481327
370,481327
380,481327
390,481327
400,481327
410,480196
420,480196
430,480196
440,480196
450,480196
460,480196
470,480196
480,480196
490,480196
500,480196
