tours,best_length
10,15534
20,14387
30,14387
40,12636
50,12636
60,12636
70,12636
80,12636
90,12636
100,12636
110,12636
120,12636
130,12636
140,12636
150,12636
160,12636
170,12636
180,12636
190,12636
200,12636
210,12636
220,12636
230,12636
240,12636
250,12636
260,12636
270,12636
280,12636
290,12636
300,12636
310,12636
320,12636
330,12636
340,12636
350,12636
360,12636
370,12636
380,12636
390,12636
400,12636
410,12636
420,12636
430,12636
440,12636
450,12636
460,12636
470,12636
480,12636
490,12636
500,12636
