tours,best_length
10,14533
20,14533
30,14533
40,13871
50,13871
60,13871
70,13871
80,13757
90,13757
100,13757
110,13757
120,13757
130,12884
140,12884
150,12884
160,12884
170,12884
180,12884
190,12884
200,12884
210,12884
220,12884
230,12884
240,12884
250,12884
260,12884
270,12884
280,12884
290,12027
300,12027
310,12027
320,12027
330,12027
340,12027
350,12027
360,12027
370,12027
380,12027
390,12027
400,12027
410,12027
420,12027
430,12027
440,12027
450,12027
460,12027
470,12027
480,12027
490,12027
500,12027
