tours,best_length
10,14140
20,14140
30,14140
40,14140
50,14140
60,14140
70,12828
80,12828
90,12828
100,12828
110,12828
120,12828
130,12828
140,12828
150,12828
160,12828
170,12828
180,12828
190,12828
200,12828
210,12828
220,12828
230,12828
240,12828
250,12828
260,12828
270,12828
280,12828
290,12581
300,12506
310,12506
320,12506
330,12506
340,12506
350,12506
360,12506
370,12506
380,12506
390,12506
400,12506
410,12506
420,12506
430,12506
440,12506
450,12506
460,12506
470,12506
480,12506
490,12506
500,12506
