tours,best_length
10,14632
20,14601
30,14601
40,14601
50,13000
60,13000
70,13000
80,13000
90,13000
100,13000
110,13000
120,13000
130,13000
140,13000
150,13000
160,13000
170,13000
180,13000
190,13000
200,13000
210,13000
220,13000
230,13000
240,13000
250,13000
260,13000
270,13000
280,13000
290,13000
300,13000
310,13000
320,13000
330,13000
340,13000
350,13000
360,12594
370,12594
380,12594
390,12594
400,12594
410,12594
420,12594
430,12594
440,12594
450,12594
460,12594
470,12594
480,12594
490,12594
500,12594
