tours,best_length
10,485626
20,485626
30,485626
40,485626
50,485626
60,485626
70,485626
80,485626
90,485626
100,485626
110,485626
120,485626
130,485626
140,485626
150,485626
160,485626
170,485626
180,485626
190,485626
200,485626
210,485626
220,485626
230,485626
240,485626
250,485626
260,485626
270,485626
280,485626
290,485626
300,485626
310,485626
320,485626
330,485626
340,485626
350,485626
360,485626
370,485626
380,485626
390,485626
400,485626
410,485626
420,485626
430,485626
440,485626
450,485626
460,480062
470,480062
480,480062
490,480062
500,480062
