tours,best_length
10,505350
20,495384
30,492382
40,488671
50,488671
60,488671
70,488671
80,488671
90,488671
100,488671
110,488671
120,488671
130,488671
140,488671
150,488671
160,488671
170,488671
180,488671
190,488671
200,484897
210,484897
220,484897
230,484897
240,484897
250,484897
260,484897
270,484897
280,484897
290,484897
300,484897
310,484610
320,484610
330,484610
340,484610
350,484610
360,484610
370,484610
380,484610
390,484610
400,484610
410,484610
420,484610
430,484610
440,484610
450,484610
460,484610
470,484610
480,483803
490,480827
500,480827
