tours,best_length
10,274734
20,274734
30,274734
40,274734
50,274734
60,274734
70,274734
80,274734
90,274734
100,274734
110,274734
120,274734
130,274734
140,274734
150,274734
160,274734
170,274734
180,274734
190,274734
200,274734
210,274734
220,274734
230,274734
240,274734
250,274734
260,274734
270,274734
280,274734
290,274734
300,274734
310,274734
320,274734
330,274734
340,274734
350,274734
360,274734
370,274734
380,274734
390,274734
400,274734
410,274734
420,274734
430,272371
440,272371
450,272371
460,272371
470,271305
480,271305
490,271305
500,271305
