tours,best_length
10,13956
20,13956
30,13800
40,13276
50,12699
60,12699
70,12699
80,12699
90,12699
100,12699
110,12699
120,12699
130,12699
140,12477
150,12477
160,12477
170,12477
180,12477
190,12477
200,12477
210,12477
220,12477
230,12477
240,12477
250,12477
260,12477
270,12477
280,12477
290,12477
300,12477
310,12477
320,12477
330,12477
340,12477
350,12477
360,12477
370,12477
380,12477
390,12477
400,12477
410,12477
420,12477
430,12477
440,12477
450,12477
460,12477
470,12477
480,12477
490,12477
500,12477
