tours,best_length
10,13751
20,13751
30,13751
40,13751
50,13751
60,13751
70,13751
80,13751
90,13687
100,13687
110,13687
120,13687
130,12759
140,12759
150,12759
160,12759
170,12570
180,12570
190,12570
200,12570
210,12570
220,12570
230,12570
240,12570
250,12570
260,12570
270,12570
280,12570
290,12570
300,12570
310,12570
320,12570
330,12570
340,12570
350,12570
360,12570
370,12570
380,12570
390,12570
400,12570
410,12570
420,12570
430,12570
440,12570
450,12570
460,12570
470,12570
480,12570
490,12570
500,12570
