tours,best_length
10,284273
20,147468
30,100964
40,75878
50,64328
60,59728
70,55484
80,53976
90,52353
100,52056
110,50630
120,47745
130,47745
140,47116
150,45973
160,45973
170,45973
180,45973
190,45973
200,45475
210,45475
220,44187
230,44187
240,44187
250,44187
260,44187
270,44187
280,44187
290,44187
300,43757
310,43207
320,41465
330,41465
340,41465
350,41465
360,41465
370,40559
380,40446
390,40446
400,40446
410,40446
420,40446
430,40446
440,39866
450,39866
460,39866
470,39866
480,39866
490,39866
500,39866
