tours,best_length
10,274654
20,140864
30,93496
40,72339
50,65320
60,57390
70,55053
80,51239
90,50457
100,49857
110,46918
120,45261
130,45099
140,45099
150,44583
160,44426
170,44426
180,44426
190,44426
200,43741
210,43741
220,42448
230,42448
240,42448
250,42448
260,42448
270,42448
280,42448
290,42448
300,42448
310,42448
320,42448
330,42448
340,41513
350,41513
360,41513
370,41513
380,41513
390,41513
400,41513
410,40746
420,40746
430,40746
440,39354
450,39354
460,39354
470,39354
480,39354
490,39354
500,39354
