tours,best_length
10,283271
20,138892
30,95778
40,74332
50,62976
60,58958
70,55869
80,53789
90,53305
100,49829
110,48091
120,48091
130,47387
140,47387
150,46353
160,46353
170,46183
180,46183
190,46183
200,46183
210,45466
220,45466
230,45466
240,44056
250,43597
260,43597
270,43597
280,43597
290,43597
300,43597
310,43597
320,43597
330,43597
340,43597
350,43597
360,41572
370,41572
380,41572
390,41572
400,41572
410,41572
420,41572
430,41572
440,41572
450,41572
460,41572
470,41572
480,41572
490,41572
500,41572
