tours,best_length
10,284608
20,284608
30,283715
40,283715
50,283715
60,277232
70,277232
80,277232
90,277232
100,277232
110,276067
120,276067
130,276067
140,276067
150,273254
160,273254
170,273254
180,270469
190,247989
200,219718
210,169486
220,141558
230,109882
240,77065
250,77065
260,67725
270,64388
280,63846
290,63846
300,62308
310,60432
320,60364
330,60364
340,57326
350,57326
360,57326
370,57326
380,57326
390,57326
400,55223
410,55223
420,55223
430,55223
440,55223
450,55223
460,55223
470,55223
480,55223
490,55223
500,55223
