tours,best_length
10,277301
20,277301
30,277301
40,277301
50,273950
60,273950
70,273950
80,273950
90,273950
100,273950
110,268547
120,236437
130,177389
140,122174
150,92355
160,77118
170,68707
180,67035
190,67035
200,67035
210,65528
220,65528
230,65528
240,65528
250,65528
260,65528
270,65528
280,63683
290,63683
300,63683
310,63683
320,63683
330,63683
340,63683
350,63683
360,63683
370,63683
380,63212
390,63212
400,63212
410,63212
420,63212
430,63212
440,63212
450,63212
460,63212
470,63212
480,63212
490,63212
500,60796
