tours,best_length
10,278958
20,139761
30,91780
40,74003
50,63933
60,58030
70,56158
80,51477
90,48764
100,48764
110,48710
120,45107
130,45107
140,45107
150,45107
160,45107
170,45107
180,45107
190,44718
200,44718
210,43985
220,43479
230,43479
240,43479
250,43140
260,43036
270,42605
280,42605
290,42605
300,42605
310,42605
320,42378
330,42378
340,42378
350,42222
360,42222
370,42222
380,42222
390,42222
400,42222
410,42222
420,42222
430,42222
440,42222
450,42222
460,42222
470,42222
480,40706
490,40706
500,40706
