tours,best_length
10,283214
20,280579
30,280579
40,280579
50,280579
60,280579
70,280579
80,279319
90,268927
100,267749
110,265528
120,225845
130,183363
140,123141
150,87043
160,80261
170,73928
180,67337
190,66375
200,66375
210,66375
220,65527
230,65527
240,64948
250,64948
260,64948
270,62031
280,62031
290,62031
300,62031
310,62031
320,62031
330,62031
340,62031
350,62031
360,60773
370,60773
380,56894
390,56894
400,56894
410,56894
420,56894
430,56894
440,56894
450,56894
460,56894
470,56894
480,56894
490,56894
500,56894
