tours,best_length
10,279880
20,143699
30,94293
40,76523
50,66095
60,58518
70,55269
80,54923
90,51804
100,48384
110,47242
120,47242
130,47242
140,47242
150,45096
160,43936
170,43936
180,43936
190,43936
200,43936
210,43180
220,43180
230,43180
240,43180
250,43180
260,43180
270,43180
280,43180
290,43180
300,42460
310,42460
320,42335
330,42335
340,42335
350,42335
360,42335
370,42335
380,41533
390,41533
400,41533
410,41533
420,41116
430,41116
440,41116
450,41116
460,41116
470,41116
480,41116
490,41116
500,41116
