tours,best_length
10,274734
20,274734
30,274734
40,274734
50,274734
60,274734
70,274734
80,274734
90,274734
100,274734
110,274734
120,260808
130,260808
140,260808
150,260808
160,260808
170,260808
180,260808
190,249424
200,200741
210,178713
220,146959
230,106003
240,89470
250,79511
260,73403
270,66561
280,64394
290,60201
300,60201
310,60201
320,60201
330,60201
340,58422
350,58422
360,58422
370,58422
380,58422
390,56743
400,56743
410,56743
420,56743
430,56743
440,56743
450,56743
460,56743
470,56743
480,56743
490,56743
500,56743
