tours,best_length
10,278367
20,146594
30,91122
40,75685
50,63708
60,63249
70,57053
80,53906
90,51042
100,50559
110,46994
120,46994
130,46994
140,46291
150,46291
160,46291
170,46291
180,44710
190,44710
200,44710
210,44138
220,44138
230,44134
240,44134
250,44134
260,43203
270,42518
280,42518
290,42518
300,41723
310,40987
320,40987
330,40987
340,40987
350,39844
360,39844
370,39844
380,39844
390,39844
400,39844
410,39844
420,39844
430,39844
440,39844
450,39844
460,39844
470,39844
480,39844
490,39844
500,39844
