tours,best_length
10,273180
20,145194
30,95806
40,76172
50,68476
60,61094
70,55446
80,52704
90,50643
100,49775
110,49775
120,48960
130,47272
140,45111
150,45111
160,45111
170,45111
180,45111
190,45111
200,44850
210,44411
220,44411
230,43810
240,43810
250,43643
260,43193
270,43193
280,43193
290,42403
300,42403
310,42403
320,42403
330,42403
340,42403
350,42403
360,42403
370,42403
380,42403
390,42403
400,42403
410,42403
420,42403
430,42403
440,42403
450,41718
460,41718
470,41718
480,41718
490,41718
500,41718
