tours,best_length
10,277419
20,140606
30,94565
40,74321
50,57577
60,55583
70,53094
80,51382
90,48684
100,47305
110,47305
120,45391
130,44250
140,44250
150,44250
160,44250
170,44250
180,44250
190,44202
200,44202
210,44202
220,43576
230,43576
240,43576
250,43576
260,43576
270,41624
280,41624
290,41574
300,41574
310,41574
320,41574
330,41574
340,41574
350,41574
360,41574
370,41574
380,41574
390,41574
400,41418
410,41418
420,41337
430,41337
440,41337
450,41337
460,41337
470,41337
480,41337
490,41337
500,41337
