tours,best_length
10,285455
20,285455
30,284919
40,283159
50,283159
60,280925
70,280925
80,280925
90,280925
100,280925
110,262656
120,236529
130,189395
140,126163
150,91840
160,77783
170,70526
180,70473
190,66765
200,66765
210,63499
220,63499
230,63499
240,63499
250,63499
260,63499
270,60168
280,60168
290,60168
300,60168
310,60168
320,59450
330,59450
340,56434
350,56434
360,56434
370,56434
380,56434
390,56434
400,56434
410,56434
420,56434
430,56434
440,56434
450,56434
460,56434
470,56434
480,56434
490,56434
500,56434
