tours,best_length
10,291797
20,145550
30,94027
40,73686
50,62420
60,57535
70,53790
80,51590
90,50396
100,48560
110,47322
120,47322
130,47322
140,47322
150,47137
160,47137
170,46128
180,44454
190,44454
200,44454
210,44454
220,44454
230,44454
240,44153
250,44061
260,43562
270,43562
280,43562
290,43562
300,42691
310,42691
320,42691
330,42691
340,42691
350,42691
360,42691
370,42691
380,42691
390,42691
400,42691
410,42691
420,42691
430,42691
440,42620
450,42620
460,40668
470,40668
480,40668
490,40668
500,40668
