tours,best_length
10,291797
20,290872
30,288004
40,283024
50,283024
60,265133
70,265133
80,265133
90,265133
100,265133
110,265133
120,236868
130,181036
140,122437
150,85204
160,78314
170,67758
180,67758
190,64966
200,63650
210,63650
220,63650
230,63650
240,63650
250,63650
260,63650
270,63650
280,63650
290,63650
300,63650
310,63650
320,63650
330,63650
340,63650
350,63650
360,61589
370,61589
380,61589
390,61589
400,61589
410,61589
420,61589
430,60940
440,60940
450,60940
460,60940
470,60940
480,60605
490,56467
500,56467
