tours,best_length
10,279880
20,279880
30,279880
40,279880
50,279880
60,279880
70,279880
80,279880
90,274994
100,274994
110,268233
120,230763
130,178572
140,121176
150,84168
160,73968
170,73365
180,69124
190,60619
200,60619
210,60619
220,60619
230,60619
240,60619
250,60619
260,60619
270,60619
280,60619
290,60619
300,60619
310,60619
320,60619
330,60619
340,60619
350,60619
360,60619
370,60368
380,60368
390,60368
400,60368
410,60368
420,60368
430,60368
440,59560
450,59560
460,59560
470,59560
480,59560
490,59560
500,59560
