tours,best_length
10,279931
20,136680
30,86440
40,74984
50,65166
60,59109
70,54881
80,51614
90,50186
100,50186
110,50106
120,49978
130,48906
140,46104
150,46104
160,46104
170,46104
180,43885
190,43041
200,43041
210,43041
220,43041
230,43041
240,43041
250,43041
260,43041
270,43041
280,42766
290,42766
300,42766
310,42766
320,42766
330,42576
340,42576
350,41472
360,41472
370,41472
380,41472
390,41472
400,41472
410,41472
420,40978
430,40978
440,40978
450,40978
460,40978
470,40978
480,40978
490,40978
500,40978
