tours,best_length
10,284608
20,284608
30,283715
40,283715
50,283715
60,283715
70,283715
80,283715
90,273565
100,273565
110,250401
120,229732
130,187431
140,122700
150,87920
160,75545
170,73877
180,68191
190,65786
200,65786
210,65786
220,65786
230,65744
240,65744
250,65744
260,65744
270,64108
280,60990
290,60990
300,60254
310,60254
320,60254
330,60254
340,60254
350,60254
360,60254
370,60254
380,60254
390,60254
400,60254
410,60254
420,60254
430,60254
440,60254
450,60254
460,60254
470,60254
480,60254
490,60254
500,60254
