tours,best_length
10,274734
20,142668
30,91660
40,76485
50,65823
60,57692
70,56052
80,52964
90,50578
100,50578
110,48996
120,48762
130,48674
140,48674
150,48187
160,48085
170,47246
180,46644
190,45317
200,44980
210,44980
220,44980
230,44980
240,44980
250,44980
260,44980
270,42633
280,42633
290,42633
300,42633
310,42633
320,42633
330,42633
340,42633
350,42633
360,42633
370,42633
380,42633
390,42633
400,42633
410,41637
420,41637
430,41637
440,41637
450,41637
460,41637
470,41637
480,41637
490,41470
500,41470
