tours,best_length
10,10869
20,8241
30,8241
40,8129
50,7273
60,7273
70,7273
80,7273
90,7255
100,7255
110,7255
120,7255
130,7255
140,7255
150,7255
160,7255
170,7255
180,7255
190,7255
200,7255
210,7255
220,7255
230,7255
240,7255
250,7255
260,7255
270,7255
280,7255
290,7255
300,7255
310,7255
320,7255
330,7255
340,7255
350,7106
360,7106
370,7106
380,7106
390,7106
400,7106
410,7106
420,7106
430,7106
440,7106
450,7106
460,7106
470,7106
480,7106
490,7106
500,7106
