tours,best_length
10,273180
20,273180
30,273180
40,273180
50,269268
60,269268
70,269268
80,268682
90,268682
100,268682
110,267609
120,237449
130,185171
140,119511
150,90213
160,75464
170,70245
180,70245
190,70124
200,61547
210,61547
220,61547
230,61547
240,61547
250,61174
260,61174
270,61174
280,61174
290,61174
300,61174
310,61174
320,61174
330,61174
340,61174
350,61174
360,61174
370,61174
380,61174
390,58728
400,58728
410,58728
420,58728
430,58728
440,58728
450,58728
460,58728
470,58728
480,58728
490,58728
500,58728
