tours,best_length
10,274734
20,274734
30,274734
40,274734
50,274734
60,274734
70,274734
80,274734
90,274734
100,274734
110,274734
120,274734
130,274734
140,274734
150,274734
160,274734
170,274734
180,274734
190,274734
200,274734
210,274734
220,274734
230,274734
240,274734
250,274734
260,274734
270,274734
280,274734
290,274734
300,274734
310,274734
320,274734
330,274734
340,274262
350,274262
360,274262
370,274262
380,274262
390,274262
400,274262
410,274262
420,274262
430,274262
440,274262
450,273547
460,273547
470,271305
480,271305
490,271305
500,271305
