tours,best_length
10,10679
20,9712
30,9712
40,9712
50,9712
60,9712
70,9712
80,9712
90,9372
100,8324
110,7918
120,7918
130,7918
140,7865
150,7865
160,7865
170,7825
180,7808
190,7808
200,7808
210,7808
220,7808
230,7808
240,7808
250,7462
260,7462
270,7462
280,7462
290,7462
300,7462
310,7462
320,7462
330,7462
340,7449
350,7449
360,7449
370,7449
380,7449
390,7449
400,7449
410,7449
420,7449
430,7332
440,7332
450,7332
460,7332
470,7332
480,7332
490,7332
500,7332
