tours,best_length
10,278367
20,278367
30,270970
40,270970
50,270970
60,270970
70,270970
80,270970
90,270970
100,270970
110,269427
120,233953
130,183500
140,122148
150,89924
160,73393
170,70147
180,70147
190,68072
200,67424
210,64792
220,64792
230,64792
240,64225
250,64225
260,64225
270,60220
280,60220
290,60220
300,60220
310,60220
320,59108
330,59108
340,59108
350,59108
360,59108
370,59108
380,59108
390,59108
400,59108
410,59108
420,59108
430,59108
440,59108
450,59108
460,59108
470,59108
480,59108
490,59108
500,59108
