tours,best_length
10,10508
20,10508
30,9321
40,9321
50,9321
60,9321
70,9321
80,9321
90,8846
100,8020
110,8020
120,8020
130,7361
140,7361
150,7361
160,7361
170,7361
180,7361
190,7361
200,7361
210,7361
220,7361
230,7361
240,7316
250,7316
260,7267
270,7267
280,7267
290,7267
300,7267
310,7267
320,7267
330,7267
340,7267
350,7267
360,7267
370,7267
380,7267
390,7267
400,7236
410,7236
420,7236
430,7236
440,7236
450,7236
460,7236
470,7236
480,7178
490,7178
500,7178
