tours,best_length
10,10538
20,10387
30,8965
40,8250
50,7891
60,7891
70,7891
80,7299
90,7299
100,7299
110,7299
120,7299
130,7299
140,7299
150,7299
160,7299
170,7299
180,7299
190,7299
200,7299
210,7299
220,7299
230,7299
240,7299
250,7299
260,7299
270,7299
280,7299
290,7299
300,7299
310,7299
320,7299
330,7299
340,7299
350,7299
360,7299
370,7299
380,7299
390,7299
400,7299
410,7299
420,7299
430,7299
440,7299
450,7299
460,7299
470,7299
480,7299
490,7299
500,7299
