tours,best_length
10,282686
20,140147
30,90316
40,77131
50,64384
60,60806
70,55924
80,54332
90,53099
100,51748
110,49357
120,48218
130,48218
140,47964
150,47841
160,46458
170,46458
180,46458
190,45608
200,45418
210,45038
220,45038
230,44744
240,44028
250,43947
260,42559
270,42559
280,42559
290,42559
300,42559
310,41998
320,41998
330,41998
340,40932
350,40692
360,40692
370,40692
380,40692
390,40692
400,40692
410,40692
420,40692
430,40692
440,40692
450,40692
460,40692
470,40692
480,40692
490,40692
500,40692
