tours,best_length
10,280573
20,277944
30,277944
40,277944
50,277944
60,275245
70,275245
80,275245
90,275245
100,275245
110,268586
120,234519
130,174409
140,121218
150,88116
160,75917
170,73823
180,70484
190,70119
200,62402
210,62402
220,62402
230,62402
240,61644
250,61644
260,61644
270,61644
280,61644
290,61644
300,60062
310,60025
320,60025
330,60025
340,60025
350,60025
360,60025
370,60025
380,60025
390,60025
400,60025
410,58582
420,58582
430,58582
440,58582
450,58582
460,58582
470,58582
480,58582
490,58582
500,58582
