tours,best_length
10,282686
20,279545
30,279017
40,279017
50,279017
60,279017
70,279017
80,279017
90,279017
100,279017
110,276683
120,276683
130,276683
140,276683
150,268065
160,268065
170,268065
180,268065
190,268065
200,268065
210,268065
220,268065
230,268065
240,268065
250,268065
260,268065
270,268065
280,268065
290,268065
300,268065
310,268065
320,268065
330,268065
340,268065
350,268065
360,268065
370,268065
380,268065
390,268065
400,268065
410,268065
420,268065
430,268065
440,268065
450,268065
460,268065
470,268065
480,268065
490,268065
500,268065
