tours,best_length
10,285455
20,135007
30,92283
40,75283
50,66157
60,58459
70,52867
80,52003
90,51127
100,48429
110,46590
120,46590
130,46590
140,46590
150,43712
160,43712
170,43712
180,43712
190,43712
200,43712
210,43197
220,43197
230,43197
240,43197
250,43197
260,43197
270,43197
280,43197
290,43087
300,43087
310,42814
320,42814
330,42814
340,42814
350,42814
360,42814
370,42814
380,42814
390,42814
400,40806
410,40806
420,40806
430,40806
440,40806
450,40806
460,40806
470,40806
480,40806
490,40806
500,40100
