tours,best_length
5,11393
10,10739
15,10739
20,10739
25,10739
30,9809
35,9809
40,9809
45,9809
50,9809
55,9809
60,9809
65,9809
70,9809
75,9809
80,9809
85,9809
90,9809
95,9092
100,9092
105,9092
110,9092
115,9092
120,9092
125,9092
130,9092
135,9092
140,9092
145,9092
150,9092
155,9011
160,9011
165,9011
170,9011
175,9011
180,9011
185,9011
190,9011
195,9011
200,9011
205,9011
210,8771
215,8771
220,8771
225,8771
230,8771
235,8771
240,8771
245,8727
250,8727
255,8580
260,8379
265,8273
270,8273
275,8273
280,7602
285,7602
290,7602
295,7500
300,7500
305,7500
310,7500
315,7500
320,7500
325,7500
330,7500
335,7500
340,7500
345,7500
350,7500
355,7500
360,7500
365,7500
370,7500
375,7500
380,7500
385,7500
390,7500
395,7500
400,7500
405,7500
410,7500
415,7500
420,7500
425,7500
430,7500
435,7500
440,7500
445,7500
450,7500
455,7500
460,7500
465,7500
470,7500
475,7500
480,7500
485,7500
490,7500
495,7500
500,7500
