tours,best_length
5,11845
10,11703
15,11245
20,11245
25,10545
30,10545
35,10545
40,10545
45,10545
50,10545
55,10545
60,10545
65,10545
70,10545
75,10545
80,10545
85,10545
90,10545
95,10545
100,10545
105,10545
110,10545
115,10545
120,10545
125,10545
130,10545
135,10545
140,10545
145,10545
150,10545
155,10545
160,9924
165,9924
170,9924
175,9613
180,9613
185,9613
190,9613
195,9427
200,9427
205,9427
210,9427
215,9427
220,8282
225,8282
230,8282
235,8282
240,8282
245,8282
250,8282
255,8282
260,8282
265,8282
270,7586
275,7586
280,7586
285,7586
290,7586
295,7586
300,7586
305,7586
310,7586
315,7586
320,7586
325,7586
330,7586
335,7586
340,7586
345,7586
350,7522
355,7522
360,7522
365,7522
370,7522
375,7522
380,7522
385,7522
390,7522
395,7522
400,7522
405,7522
410,7522
415,7522
420,7522
425,7522
430,7522
435,7522
440,7522
445,7522
450,7522
455,7522
460,7522
465,7522
470,7522
475,7522
480,7522
485,7522
490,7522
495,7522
500,7522
