tours,best_length
2,14868
4,12040
6,12040
8,10632
10,10632
12,10632
14,10632
16,10632
18,9827
20,9827
22,9827
24,9827
26,9827
28,9827
30,9827
32,9827
34,9827
36,9827
38,9827
40,9827
42,9827
44,9827
46,9827
48,9827
50,9827
52,9827
54,9827
56,9827
58,9827
60,9827
62,9639
64,9639
66,9639
68,9639
70,9639
72,9639
74,9464
76,9464
78,9464
80,9464
82,9464
84,9464
86,9464
88,9464
90,9464
92,9464
94,9464
96,9464
98,9221
100,9221
102,9180
104,9180
106,8440
108,8440
110,8428
112,8050
114,8050
116,8050
118,8050
120,8050
122,8050
124,8050
126,8050
128,7745
130,7745
132,7745
134,7745
136,7745
138,7745
140,7745
142,7745
144,7745
146,7730
148,7730
150,7730
152,7730
154,7730
156,7730
158,7730
160,7730
162,7730
164,7730
166,7730
168,7730
170,7730
172,7730
174,7730
176,7730
178,7730
180,7730
182,7730
184,7730
186,7730
188,7730
190,7730
192,7730
194,7730
196,7730
198,7730
200,7730
202,7730
204,7730
206,7730
208,7730
210,7730
212,7730
214,7730
216,7730
218,7730
220,7730
222,7730
224,7730
226,7730
228,7730
230,7730
232,7730
234,7730
236,7730
238,7730
240,7730
242,7730
244,7730
246,7730
248,7730
250,7730
252,7730
254,7730
256,7730
258,7730
260,7730
262,7730
264,7730
266,7730
268,7730
270,7730
272,7730
274,7730
276,7730
278,7730
280,7730
282,7730
284,7730
286,7730
288,7730
290,7730
292,7730
294,7730
296,7730
298,7730
300,7730
302,7730
304,7730
306,7730
308,7730
310,7730
312,7730
314,7730
316,7730
318,7730
320,7730
322,7730
324,7730
326,7730
328,7730
330,7730
332,7730
334,7730
336,7730
338,7730
340,7730
342,7730
344,7730
346,7730
348,7730
350,7730
352,7730
354,7730
356,7730
358,7730
360,7730
362,7730
364,7730
366,7730
368,7730
370,7730
372,7730
374,7730
376,7730
378,7730
380,7730
382,7730
384,7730
386,7730
388,7730
390,7730
392,7730
394,7730
396,7730
398,7730
400,7377
402,7377
404,7377
406,7377
408,7377
410,7377
412,7377
414,7377
416,7377
418,7328
420,7328
422,7328
424,7328
426,7328
428,7328
430,7328
432,7328
434,7272
436,7272
438,7272
440,7272
442,7272
444,7272
446,7272
448,7272
450,7272
452,7272
454,7272
456,7272
458,7272
460,7272
462,7272
464,7272
466,7272
468,7272
470,7272
472,7272
474,7272
476,7272
478,7272
480,7272
482,7272
484,7272
486,7272
488,7272
490,7272
492,7272
494,7272
496,7272
498,7272
500,7272
