tours,best_length
2,12840
4,10673
6,10673
8,10673
10,10673
12,10673
14,10673
16,10673
18,10673
20,10673
22,10673
24,10673
26,10673
28,10673
30,10673
32,10673
34,10673
36,10673
38,10673
40,10673
42,10143
44,9258
46,9258
48,9258
50,9258
52,9258
54,9258
56,9258
58,9258
60,9258
62,9258
64,9258
66,9258
68,9258
70,9258
72,9258
74,9258
76,9258
78,9258
80,9258
82,9258
84,9258
86,9258
88,9258
90,9258
92,9258
94,9186
96,9186
98,9186
100,8748
102,8748
104,8748
106,8748
108,8545
110,8545
112,8545
114,8545
116,8545
118,8545
120,8545
122,8545
124,8545
126,8545
128,8545
130,8545
132,8371
134,8371
136,8371
138,8371
140,8327
142,7671
144,7671
146,7671
148,7671
150,7671
152,7671
154,7671
156,7671
158,7671
160,7671
162,7671
164,7671
166,7671
168,7671
170,7671
172,7671
174,7671
176,7671
178,7671
180,7671
182,7671
184,7671
186,7671
188,7671
190,7671
192,7671
194,7671
196,7671
198,7671
200,7671
202,7671
204,7671
206,7671
208,7671
210,7671
212,7671
214,7671
216,7671
218,7671
220,7671
222,7671
224,7671
226,7671
228,7671
230,7671
232,7671
234,7671
236,7671
238,7671
240,7671
242,7671
244,7671
246,7671
248,7671
250,7671
252,7671
254,7671
256,7671
258,7671
260,7671
262,7671
264,7671
266,7671
268,7671
270,7671
272,7671
274,7671
276,7443
278,7443
280,7443
282,7443
284,7443
286,7443
288,7443
290,7443
292,7443
294,7443
296,7443
298,7443
300,7443
302,7443
304,7443
306,7443
308,7443
310,7443
312,7443
314,7443
316,7443
318,7443
320,7443
322,7443
324,7443
326,7443
328,7443
330,7443
332,7443
334,7443
336,7443
338,7443
340,7443
342,7443
344,7443
346,7443
348,7443
350,7443
352,7443
354,7443
356,7443
358,7443
360,7443
362,7443
364,7443
366,7443
368,7443
370,7443
372,7443
374,7443
376,7443
378,7443
380,7443
382,7443
384,7443
386,7443
388,7443
390,7443
392,7443
394,7443
396,7443
398,7443
400,7443
402,7443
404,7443
406,7443
408,7443
410,7443
412,7443
414,7443
416,7443
418,7443
420,7443
422,7443
424,7443
426,7443
428,7443
430,7443
432,7443
434,7443
436,7443
438,7443
440,7443
442,7443
444,7443
446,7443
448,7443
450,7443
452,7443
454,7443
456,7443
458,7443
460,7443
462,7443
464,7443
466,7443
468,7443
470,7443
472,7443
474,7443
476,7443
478,7443
480,7443
482,7443
484,7443
486,7443
488,7443
490,7443
492,7443
494,7443
496,7443
498,7443
500,7443
