tours,best_length
5,11620
10,11117
15,11117
20,10276
25,10276
30,10276
35,9635
40,9635
45,9635
50,9635
55,9635
60,9635
65,9635
70,9635
75,9635
80,9635
85,9635
90,9635
95,9635
100,9635
105,9635
110,9635
115,9635
120,9635
125,9635
130,9635
135,9635
140,9635
145,9635
150,9496
155,9496
160,9496
165,9496
170,9496
175,9496
180,9496
185,9496
190,9496
195,9496
200,9496
205,9496
210,9496
215,8826
220,8826
225,8696
230,8678
235,8678
240,8678
245,8653
250,8653
255,8653
260,8653
265,8653
270,8653
275,8337
280,8337
285,8337
290,8337
295,8301
300,8301
305,7740
310,7740
315,7597
320,7597
325,7597
330,7597
335,7597
340,7597
345,7597
350,7597
355,7597
360,7134
365,7134
370,7134
375,7134
380,7134
385,7134
390,7134
395,7134
400,7134
405,7134
410,7134
415,7134
420,7134
425,7134
430,7134
435,7134
440,7134
445,7134
450,7134
455,7134
460,7134
465,7134
470,7134
475,7134
480,7134
485,7134
490,7134
495,7134
500,7134
