tours,best_length
5,10679
10,10679
15,9712
20,9712
25,9712
30,9712
35,9712
40,9712
45,9712
50,9480
55,9480
60,9480
65,9480
70,9480
75,9457
80,9024
85,9024
90,9024
95,8569
100,8569
105,7764
110,7764
115,7764
120,7764
125,7764
130,7764
135,7764
140,7764
145,7764
150,7764
155,7764
160,7764
165,7764
170,7463
175,7463
180,7463
185,7463
190,7463
195,7463
200,7463
205,7463
210,7463
215,7463
220,7463
225,7463
230,7463
235,7463
240,7463
245,7463
250,7463
255,7463
260,7463
265,7463
270,7463
275,7463
280,7463
285,7463
290,7463
295,7463
300,7463
305,7463
310,7463
315,7463
320,7463
325,7463
330,7463
335,7463
340,7463
345,7463
350,7463
355,7463
360,7463
365,7463
370,7463
375,7463
380,7463
385,7463
390,7463
395,7463
400,7463
405,7463
410,7463
415,7463
420,7463
425,7463
430,7463
435,7463
440,7463
445,7463
450,7463
455,7463
460,7463
465,7463
470,7463
475,7463
480,7463
485,7463
490,7463
495,7463
500,7463
