tours,best_length
2,12532
4,12532
6,11282
8,11282
10,8628
12,8628
14,8628
16,8628
18,8628
20,8628
22,8628
24,8628
26,8628
28,8628
30,8628
32,8628
34,8628
36,8628
38,8628
40,8628
42,8628
44,8628
46,8628
48,8628
50,8628
52,8628
54,8628
56,8628
58,8628
60,8628
62,8628
64,8628
66,8628
68,8628
70,8628
72,8628
74,8628
76,8628
78,8628
80,8628
82,8628
84,8628
86,8628
88,8628
90,8628
92,8628
94,8628
96,8628
98,8628
100,8628
102,8628
104,8628
106,8628
108,8628
110,8544
112,8544
114,7844
116,7844
118,7844
120,7844
122,7844
124,7844
126,7844
128,7844
130,7844
132,7844
134,7566
136,7566
138,7566
140,7566
142,7566
144,7566
146,7566
148,7566
150,7566
152,7566
154,7566
156,7566
158,7566
160,7566
162,7566
164,7566
166,7566
168,7566
170,7566
172,7566
174,7566
176,7566
178,7566
180,7566
182,7566
184,7566
186,7566
188,7566
190,7566
192,7566
194,7566
196,7566
198,7566
200,7566
202,7566
204,7566
206,7566
208,7566
210,7566
212,7566
214,7566
216,7566
218,7488
220,7488
222,7488
224,7488
226,7488
228,7322
230,7322
232,7322
234,7322
236,7322
238,7322
240,7322
242,7322
244,7322
246,7322
248,7322
250,7322
252,7322
254,7322
256,7322
258,7322
260,7322
262,7322
264,7322
266,7322
268,7322
270,7322
272,7322
274,7322
276,7322
278,7322
280,7322
282,7322
284,7322
286,7322
288,7322
290,7322
292,7322
294,7322
296,7322
298,7322
300,7322
302,7322
304,7322
306,7322
308,7322
310,7322
312,7322
314,7322
316,7322
318,7322
320,7322
322,7322
324,7322
326,7322
328,7322
330,7322
332,7322
334,7322
336,7322
338,7322
340,7322
342,7322
344,7322
346,7322
348,7322
350,7322
352,7322
354,7322
356,7322
358,7322
360,7322
362,7322
364,7322
366,7322
368,7322
370,7322
372,7322
374,7322
376,7322
378,7322
380,7322
382,7322
384,7322
386,7322
388,7322
390,7322
392,7322
394,7322
396,7322
398,7322
400,7289
402,7289
404,7289
406,7289
408,7289
410,7289
412,7289
414,7289
416,7289
418,7289
420,7289
422,7289
424,7289
426,7289
428,7289
430,7289
432,7289
434,7289
436,7289
438,7289
440,7289
442,7289
444,7289
446,7289
448,7289
450,7289
452,7289
454,7289
456,7289
458,7289
460,7289
462,7289
464,7289
466,7289
468,7289
470,7289
472,7289
474,7289
476,7289
478,7289
480,7289
482,7289
484,7289
486,7289
488,7289
490,7289
492,7289
494,7289
496,7289
498,7289
500,7289
