tours,best_length
5,11900
10,11153
15,10352
20,10352
25,10352
30,10352
35,10352
40,10352
45,10352
50,10352
55,10352
60,10352
65,10352
70,8876
75,8876
80,8876
85,8876
90,8876
95,8876
100,8876
105,8876
110,8876
115,8876
120,8876
125,8876
130,8876
135,8777
140,8777
145,8777
150,8777
155,8777
160,8777
165,8777
170,8777
175,8777
180,8777
185,8777
190,8777
195,8777
200,8777
205,8749
210,8749
215,8749
220,8173
225,8173
230,8173
235,8173
240,8173
245,7848
250,7795
255,7795
260,7265
265,7265
270,7265
275,7265
280,7265
285,7265
290,7265
295,7265
300,7265
305,7265
310,7265
315,7265
320,7265
325,7265
330,7265
335,7265
340,7265
345,7265
350,7265
355,7265
360,7265
365,7265
370,7265
375,7265
380,7265
385,7265
390,7265
395,7265
400,7265
405,7265
410,7265
415,7265
420,7265
425,7265
430,7265
435,7265
440,7265
445,7265
450,7265
455,7265
460,7265
465,7265
470,7265
475,7265
480,7265
485,7265
490,7265
495,7265
500,7265
