tours,best_length
2,14659
4,12202
6,12202
8,10818
10,10818
12,10818
14,10818
16,10818
18,10818
20,10818
22,10818
24,10367
26,10367
28,9794
30,9794
32,9435
34,9435
36,9435
38,9435
40,9435
42,9435
44,9435
46,8228
48,8228
50,8228
52,8228
54,8228
56,8228
58,8228
60,8228
62,8228
64,8228
66,8228
68,8228
70,8228
72,8228
74,8228
76,8228
78,8228
80,8228
82,8228
84,8228
86,8228
88,8228
90,8228
92,8228
94,8228
96,8228
98,8228
100,8228
102,8228
104,8228
106,8228
108,8228
110,8228
112,8228
114,8228
116,8228
118,8228
120,8228
122,8228
124,8228
126,8228
128,7713
130,7713
132,7713
134,7713
136,7713
138,7713
140,7713
142,7713
144,7713
146,7713
148,7713
150,7713
152,7713
154,7713
156,7713
158,7713
160,7713
162,7713
164,7713
166,7713
168,7713
170,7713
172,7713
174,7713
176,7713
178,7713
180,7713
182,7713
184,7713
186,7713
188,7713
190,7713
192,7713
194,7713
196,7713
198,7713
200,7713
202,7713
204,7713
206,7713
208,7713
210,7713
212,7713
214,7713
216,7713
218,7713
220,7713
222,7713
224,7713
226,7713
228,7713
230,7713
232,7713
234,7713
236,7713
238,7713
240,7713
242,7713
244,7713
246,7713
248,7713
250,7713
252,7713
254,7713
256,7713
258,7713
260,7713
262,7713
264,7713
266,7713
268,7713
270,7713
272,7713
274,7713
276,7713
278,7713
280,7713
282,7713
284,7713
286,7713
288,7713
290,7713
292,7713
294,7713
296,7713
298,7713
300,7713
302,7713
304,7713
306,7713
308,7713
310,7713
312,7713
314,7713
316,7713
318,7713
320,7713
322,7713
324,7713
326,7713
328,7713
330,7713
332,7713
334,7713
336,7713
338,7713
340,7713
342,7713
344,7713
346,7713
348,7713
350,7713
352,7713
354,7713
356,7713
358,7713
360,7713
362,7713
364,7713
366,7713
368,7713
370,7713
372,7713
374,7713
376,7660
378,7660
380,7660
382,7660
384,7660
386,7660
388,7660
390,7660
392,7660
394,7660
396,7660
398,7660
400,7660
402,7660
404,7660
406,7660
408,7660
410,7660
412,7660
414,7660
416,7660
418,7660
420,7660
422,7660
424,7660
426,7660
428,7660
430,7660
432,7660
434,7660
436,7660
438,7660
440,7660
442,7660
444,7660
446,7660
448,7660
450,7660
452,7660
454,7660
456,7660
458,7660
460,7660
462,7660
464,7660
466,7660
468,7660
470,7660
472,7660
474,7660
476,7660
478,7660
480,7660
482,7660
484,7660
486,7660
488,7660
490,7660
492,7660
494,7660
496,7660
498,7660
500,7660
