tours,best_length
10,278958
20,278958
30,278958
40,278399
50,278399
60,278399
70,278399
80,278399
90,278399
100,278399
110,278399
120,278399
130,278399
140,278399
150,278399
160,270675
170,270675
180,258576
190,241875
200,217420
210,177681
220,144690
230,109085
240,87001
250,72619
260,71341
270,69021
280,66701
290,65764
300,62576
310,62576
320,62576
330,59002
340,59002
350,59002
360,59002
370,59002
380,59002
390,59002
400,59002
410,59002
420,59002
430,59002
440,59002
450,59002
460,59002
470,58731
480,58731
490,58731
500,57712
