tours,best_length
2,12539
4,11056
6,11056
8,11056
10,11056
12,11056
14,11056
16,11056
18,11056
20,11056
22,11056
24,11056
26,11056
28,11056
30,9903
32,9624
34,9624
36,9624
38,9122
40,9122
42,8876
44,8876
46,8876
48,8876
50,8555
52,8555
54,8316
56,8316
58,8316
60,8279
62,8279
64,8279
66,8279
68,8279
70,7953
72,7953
74,7953
76,7953
78,7953
80,7953
82,7953
84,7953
86,7953
88,7953
90,7953
92,7953
94,7672
96,7672
98,7672
100,7672
102,7672
104,7672
106,7672
108,7672
110,7672
112,7672
114,7672
116,7672
118,7672
120,7672
122,7672
124,7672
126,7672
128,7672
130,7672
132,7672
134,7672
136,7672
138,7672
140,7672
142,7672
144,7672
146,7672
148,7672
150,7672
152,7672
154,7672
156,7672
158,7672
160,7672
162,7672
164,7672
166,7672
168,7672
170,7672
172,7672
174,7672
176,7672
178,7672
180,7672
182,7672
184,7672
186,7672
188,7672
190,7672
192,7672
194,7672
196,7672
198,7672
200,7672
202,7672
204,7672
206,7672
208,7672
210,7635
212,7635
214,7635
216,7635
218,7635
220,7635
222,7635
224,7635
226,7635
228,7428
230,7428
232,7428
234,7428
236,7428
238,7428
240,7428
242,7428
244,7428
246,7428
248,7428
250,7428
252,7428
254,7428
256,7428
258,7428
260,7428
262,7428
264,7428
266,7428
268,7428
270,7428
272,7428
274,7428
276,7428
278,7428
280,7428
282,7428
284,7428
286,7428
288,7428
290,7428
292,7428
294,7428
296,7428
298,7428
300,7428
302,7428
304,7428
306,7428
308,7428
310,7428
312,7428
314,7428
316,7428
318,7428
320,7428
322,7428
324,7428
326,7428
328,7428
330,7428
332,7428
334,7428
336,7428
338,7428
340,7428
342,7428
344,7428
346,7428
348,7428
350,7428
352,7428
354,7428
356,7428
358,7428
360,7428
362,7428
364,7428
366,7428
368,7428
370,7428
372,7428
374,7428
376,7428
378,7428
380,7428
382,7428
384,7428
386,7428
388,7428
390,7428
392,7428
394,7428
396,7428
398,7428
400,7428
402,7428
404,7428
406,7428
408,7428
410,7428
412,7428
414,7428
416,7428
418,7428
420,7428
422,7428
424,7428
426,7428
428,7428
430,7428
432,7428
434,7428
436,7428
438,7428
440,7428
442,7428
444,7428
446,7428
448,7428
450,7428
452,7428
454,7428
456,7428
458,7428
460,7428
462,7428
464,7428
466,7428
468,7428
470,7428
472,7428
474,7428
476,7428
478,7428
480,7428
482,7428
484,7428
486,7428
488,7428
490,7428
492,7428
494,7428
496,7428
498,7428
500,7428
